"","gender","age","party","register","rate"
"5240","Trans or Unisex","50-69","Liberal","No",3
"5241","Male","50-69","NDP","Yes",3
"5242","Male","50-69","Liberal","No",3
"5243","Female","50-69","Liberal","Unsure",4
"5244","Trans or Unisex","50-69","Conservative","No",4
"5245","Male","50-69","Liberal","No",5
"5246","Male","31-49","Liberal","No",3
"5247","Male","50-69","Conservative","Yes",3
"5248","Female","50-69","Other","Yes",5
"5249","Female","31-49","Liberal","Unsure",4
"5250","Female","50-69","Liberal","Yes",5
"5251","Male","50-69","Unsure","No",3
"5252","Female","31-49","Liberal","Yes",5
"5253","Female","70 or older","Liberal","No",3
"5254","Female","31-49","NDP","Yes",3
"5255","Trans or Unisex","31-49","Unsure","No",3
"5256","Female","70 or older","Conservative","No",2
"5257","Female","31-49","Conservative","Yes",5
"5258","Male","50-69","Liberal","Yes",3
"5259","Male","50-69","Liberal","Yes",5
"5260","Female","31-49","Liberal","Yes",5
"5261","Male","31-49","Liberal","No",2
"5262","Female","70 or older","Green","No",4
"5263","Male","31-49","NDP","No",3
"5264","Female","50-69","Green","Unsure",5
"5265","Female","50-69","Conservative","No",4
"5266","Male","50-69","Liberal","No",3
"5267","Female","50-69","Liberal","No",4
"5268","Male","31-49","Other","Yes",5
"5269","Female","50-69","Liberal","No",2
"5270","Male","31-49","Conservative","No",4
"5271","Female","31-49","Green","No",2
"5272","Male","31-49","Conservative","Yes",3
"5273","Female","50-69","Unsure","Yes",5
"5274","Male","70 or older","NDP","No",2
"5275","Male","50-69","Liberal","Unsure",2
"5276","Female","70 or older","Liberal","Yes",4
"5277","Male","31-49","Liberal","Unsure",4
"5278","Female","50-69","Liberal","Yes",5
"5279","Male","50-69","Liberal","No",0
"5280","Female","50-69","Liberal","No",3
"5281","Male","31-49","Liberal","Unsure",3
"5282","Male","31-49","Other","No",4
"5283","Male","31-49","Conservative","No",4
"5284","Female","50-69","Unsure","No",2
"5285","Female","31-49","NDP","Yes",5
"5286","Female","50-69","Green","Yes",4
"5287","Female","70 or older","Conservative","No",2
"5288","Male","70 or older","Conservative","Yes",5
"5289","Male","70 or older","Liberal","Yes",4
"5290","Female","50-69","NDP","Yes",5
"5291","Female","50-69","Conservative","No",4
"5292","Female","50-69","Other","No",2
"5293","Male","31-49","Liberal","Yes",4
"5294","Male","31-49","Liberal","No",4
"5295","Female","50-69","Liberal","No",3
"5296","Male","50-69","Other","Yes",5
"5297","Female","31-49","Liberal","Yes",2
"5298","Female","31-49","Unsure","Yes",4
"5299","Female","31-49","Conservative","Unsure",5
"5300","Female","50-69","Other","No",1
"5301","Female","50-69","Liberal","Unsure",2
"5302","Male","50-69","Conservative","Yes",5
"5303","Male","70 or older","Liberal","Yes",4
"5304","Female","31-49","Liberal","No",3
"5305","Male","50-69","Conservative","No",3
"5306","Male","31-49","Liberal","No",3
"5307","Male","50-69","Conservative","Unsure",3
"5308","No reply","50-69","Other","No",3
"5309","No reply","31-49","Liberal","Yes",4
"5310","Female","70 or older","Other","No",5
"5311","Female","70 or older","Other","No",4
"5312","Female","31-49","Liberal","No",4
"5313","Male","31-49","Green","Yes",2
"5314","Male","31-49","Conservative","No",3
"5315","Female","50-69","Liberal","Yes",3
"5316","Trans or Unisex","50-69","Liberal","Yes",3
"5317","Male","31-49","NDP","Yes",3
"5318","Male","31-49","Liberal","Yes",4
"5319","Female","31-49","Conservative","Unsure",5
"5320","Female","50-69","Green","Yes",3
"5321","Female","70 or older","Conservative","Yes",0
"5322","Female","50-69","Liberal","Yes",4
"5323","Female","70 or older","Liberal","No",3
"5324","Male","31-49","NDP","Unsure",5
"5325","Female","31-49","NDP","No",1
"5326","Female","50-69","Conservative","Yes",4
"5327","Female","50-69","Conservative","Yes",1
"5328","Female","31-49","Green","No",3
"5329","Female","50-69","Liberal","No",4
"5330","Male","50-69","Other","Yes",1
"5331","Male","50-69","Green","No",4
"5332","Male","31-49","Conservative","Unsure",4
"5333","Male","50-69","NDP","No",4
"5334","Female","50-69","Unsure","No",1
"5335","Male","31-49","Unsure","Unsure",4
"5336","Female","50-69","Liberal","No",3
"5337","Male","50-69","Liberal","Yes",3
"5338","Male","31-49","Unsure","No",3
"5339","Female","50-69","Liberal","No",5
"5340","Male","31-49","Liberal","Unsure",2
"5341","Female","50-69","Conservative","Yes",0
"5342","Female","31-49","Liberal","No",3
"5343","Male","31-49","Green","No",4
"5344","Male","31-49","Other","Yes",4
"5345","Female","70 or older","Liberal","No",4
"5346","Female","50-69","Liberal","Yes",4
"5347","No reply","50-69","Other","No",2
"5348","Male","31-49","NDP","No",5
"5349","Female","70 or older","Other","Yes",3
"5350","Female","31-49","Conservative","Unsure",4
"5351","No reply","31-49","Liberal","Unsure",3
"5352","Male","31-49","Other","No",5
"5353","Male","31-49","Other","Unsure",5
"5354","Female","50-69","Liberal","No",5
"5355","Female","31-49","NDP","Yes",4
"5356","Female","31-49","Other","No",4
"5357","Male","70 or older","Liberal","No",2
"5358","Female","50-69","Liberal","Yes",4
"5359","Female","50-69","Green","Unsure",2
"5360","Female","50-69","NDP","Unsure",5
"5361","Male","31-49","Liberal","No",3
"5362","Male","50-69","Liberal","No",5
"5363","Male","50-69","Green","Unsure",5
"5364","Male","31-49","Liberal","Unsure",2
"5365","Female","31-49","Liberal","Yes",2
"5366","Female","50-69","Other","Yes",1
"5367","Male","50-69","Liberal","Yes",4
"5368","Female","31-49","Other","No",2
"5369","Male","70 or older","Unsure","No",3
"5370","Female","50-69","NDP","Yes",4
"5371","Male","50-69","Other","Unsure",2
"5372","Female","31-49","Other","Yes",3
"5373","Female","70 or older","Liberal","No",4
"5374","Female","70 or older","Liberal","Unsure",5
"5375","Male","31-49","Other","No",4
"5376","Male","31-49","Liberal","No",4
"5377","Female","31-49","Liberal","No",3
"5378","Male","50-69","Liberal","No",2
"5379","Male","31-49","Liberal","Unsure",5
"5380","Male","31-49","Liberal","Unsure",3
"5381","Male","31-49","Conservative","Unsure",3
"5382","Male","31-49","Liberal","No",2
"5383","Male","50-69","NDP","Unsure",3
"5384","Female","31-49","Liberal","Yes",1
"5385","Male","50-69","Conservative","Yes",5
"5386","Male","31-49","NDP","Yes",2
"5387","Male","50-69","Other","No",5
"5388","Male","50-69","Conservative","Yes",4
"5389","Female","31-49","Unsure","Yes",1
"5390","Female","70 or older","Liberal","Yes",4
"5391","Male","31-49","Liberal","No",3
"5392","Male","50-69","Liberal","Yes",4
"5393","Female","50-69","Conservative","No",3
"5394","Male","31-49","Liberal","Yes",4
"5395","Male","50-69","Conservative","Unsure",3
"5396","Female","50-69","NDP","No",5
"5397","Male","31-49","NDP","Yes",4
"5398","Male","31-49","Conservative","No",3
"5399","Female","31-49","Conservative","Unsure",2
"5400","Male","50-69","Other","Yes",4
"5401","Male","31-49","Liberal","No",4
"5402","Male","70 or older","NDP","No",1
"5403","Female","70 or older","Conservative","Yes",4
"5404","Male","50-69","Liberal","Yes",5
"5405","Female","50-69","Conservative","No",1
"5406","Male","31-49","Conservative","No",3
"5407","Female","70 or older","Other","Yes",2
"5408","Female","31-49","Liberal","No",3
"5409","Female","50-69","Unsure","Yes",4
"5410","Male","50-69","Conservative","Yes",5
"5411","Female","31-49","Liberal","Unsure",3
"5412","Female","50-69","Liberal","Unsure",4
"5413","Female","50-69","Liberal","No",1
"5414","Female","70 or older","Other","Yes",5
"5415","Male","50-69","Liberal","Unsure",5
"5416","Female","50-69","Conservative","Yes",4
"5417","Female","31-49","Liberal","No",3
"5418","No reply","31-49","Liberal","No",2
"5419","Female","50-69","Conservative","No",4
"5420","Male","31-49","Conservative","No",4
"5421","Male","50-69","Liberal","Yes",1
"5422","Female","31-49","Liberal","No",1
"5423","Female","50-69","Conservative","No",4
"5424","Female","31-49","Unsure","No",1
"5425","Male","31-49","Conservative","Yes",4
"5426","Female","50-69","Liberal","Yes",2
"5427","Female","50-69","Green","No",4
"5428","Female","31-49","Unsure","No",0
"5429","Male","31-49","Unsure","Yes",3
"5430","Male","31-49","Liberal","Unsure",3
"5431","Female","50-69","Liberal","Unsure",1
"5432","Female","31-49","Liberal","No",3
"5433","Female","31-49","Liberal","Yes",4
"5434","Male","50-69","Liberal","Yes",3
"5435","Male","50-69","NDP","No",4
"5436","Female","31-49","NDP","No",2
"5437","Male","50-69","Liberal","Yes",3
"5438","Female","50-69","NDP","Yes",3
"5439","Male","50-69","Conservative","Yes",4
"5440","Male","31-49","Liberal","Yes",3
"5441","Female","50-69","Other","Unsure",4
"5442","Male","31-49","Conservative","No",2
"5443","Female","50-69","Green","No",4
"5444","Female","31-49","Liberal","Yes",3
"5445","Male","31-49","Liberal","No",3
"5446","Female","31-49","Liberal","Yes",4
"5447","Male","50-69","NDP","Yes",4
"5448","Female","70 or older","Conservative","Unsure",0
"5449","Male","50-69","Liberal","No",1
"5450","Male","31-49","NDP","No",3
"5451","Female","31-49","Conservative","No",5
"5452","Female","31-49","NDP","No",1
"5453","Male","50-69","Conservative","Yes",3
"5454","Male","50-69","Other","Yes",4
"5455","Female","70 or older","Liberal","Yes",3
"5456","Female","31-49","Other","Yes",1
"5457","Female","50-69","Conservative","No",5
"5458","Female","31-49","Unsure","Yes",2
"5459","Male","31-49","Conservative","Yes",1
"5460","Female","31-49","Liberal","Yes",5
"5461","Male","70 or older","Liberal","Yes",2
"5462","Male","50-69","NDP","No",5
"5463","Female","70 or older","Conservative","No",3
"5464","Male","31-49","Liberal","No",4
"5465","Female","70 or older","Liberal","Yes",2
"5466","Male","50-69","Conservative","Yes",3
"5467","Female","50-69","Conservative","Yes",2
"5468","Male","31-49","Liberal","No",2
"5469","Male","70 or older","Liberal","Yes",0
"5470","Female","31-49","Green","No",1
"5471","Female","50-69","Other","Yes",3
"5472","Male","50-69","Green","Yes",2
"5473","Male","31-49","NDP","Yes",2
"5474","Trans or Unisex","50-69","Unsure","Yes",3
"5475","Male","31-49","Liberal","Unsure",5
"5476","Female","50-69","Liberal","Unsure",3
"5477","Male","31-49","Conservative","No",4
"5478","Male","50-69","Conservative","Unsure",4
"5479","Male","31-49","Unsure","Unsure",3
"5480","Male","31-49","Liberal","No",4
"5481","Trans or Unisex","31-49","Liberal","No",2
"5482","Female","31-49","NDP","No",3
"5483","Female","31-49","Liberal","No",4
"5484","Female","50-69","Liberal","Yes",3
"5485","Female","31-49","Conservative","Unsure",3
"5486","Trans or Unisex","31-49","Other","Yes",2
"5487","Female","31-49","Liberal","Yes",2
"5488","Male","31-49","Liberal","Unsure",3
"5489","Female","50-69","Liberal","Yes",3
"5490","Male","31-49","Conservative","Unsure",5
"5491","Female","50-69","Liberal","Yes",0
"5492","Female","31-49","Liberal","Yes",5
"5493","Female","50-69","Other","Unsure",2
"5494","Female","31-49","Liberal","Yes",2
"5495","Female","50-69","Liberal","No",1
"5496","Male","31-49","NDP","No",2
"5497","Male","31-49","Other","No",4
"5498","Male","70 or older","NDP","No",4
"5499","Male","31-49","Other","Yes",3
"5500","Male","70 or older","Liberal","No",3
"5501","Male","50-69","NDP","Yes",2
"5502","Female","31-49","Liberal","Yes",4
"5503","Male","31-49","NDP","No",3
"5504","Female","50-69","Liberal","Yes",4
"5505","Female","50-69","Liberal","Yes",5
"5506","Male","31-49","Liberal","Unsure",5
"5507","Male","31-49","Liberal","No",4
"5508","Female","50-69","Liberal","Yes",4
"5509","Male","31-49","Liberal","No",3
"5510","Female","50-69","Liberal","No",3
"5511","Male","70 or older","Liberal","No",0
"5512","Male","31-49","Liberal","Yes",5
"5513","Male","31-49","Liberal","Unsure",2
"5514","Male","31-49","Liberal","Yes",5
"5515","Male","31-49","Liberal","Unsure",3
"5516","Female","50-69","Green","Unsure",3
"5517","Male","31-49","Conservative","No",4
"5518","Female","50-69","NDP","No",4
"5519","Male","31-49","NDP","Unsure",5
"5520","Female","31-49","NDP","No",5
"5521","Male","50-69","Liberal","No",4
"5522","Female","50-69","Liberal","Yes",2
"5523","Female","31-49","Liberal","No",3
"5524","Male","50-69","Conservative","Yes",2
"5525","Trans or Unisex","31-49","Conservative","No",4
"5526","Male","50-69","Unsure","Yes",5
"5527","Female","50-69","Other","No",3
"5528","Male","70 or older","Liberal","No",2
"5529","Male","31-49","Green","Yes",3
"5530","Female","70 or older","Liberal","No",3
"5531","Male","50-69","Liberal","No",3
"5532","Female","31-49","Other","Yes",4
"5533","Female","31-49","Liberal","No",5
"5534","Male","31-49","NDP","No",5
"5535","Trans or Unisex","70 or older","NDP","No",2
"5536","Male","50-69","Liberal","Yes",5
"5537","Male","31-49","Unsure","No",3
"5538","Male","31-49","Liberal","Unsure",3
"5539","Female","50-69","Conservative","Yes",5
"5540","Female","31-49","Conservative","No",2
"5541","Female","70 or older","Conservative","Unsure",4
"5542","Female","50-69","Liberal","No",1
"5543","Male","31-49","Liberal","No",4
"5544","Female","50-69","Liberal","No",5
"5545","Male","31-49","NDP","Yes",3
"5546","Female","50-69","Liberal","No",5
"5547","Male","31-49","Liberal","Unsure",4
"5548","Female","31-49","Liberal","Yes",0
"5549","Female","50-69","Liberal","No",5
"5550","No reply","50-69","Liberal","Unsure",4
"5551","Female","31-49","Liberal","No",4
"5552","Male","31-49","Conservative","No",4
"5553","Male","50-69","Conservative","No",3
"5554","Female","31-49","Unsure","Yes",4
"5555","Male","70 or older","Conservative","No",3
"5556","Female","50-69","Liberal","No",3
"5557","Female","70 or older","Conservative","No",4
"5558","Female","50-69","Conservative","No",4
"5559","Female","31-49","Liberal","No",3
"5560","Female","50-69","Other","No",4
"5561","Male","50-69","NDP","No",3
"5562","Male","31-49","Conservative","No",3
"5563","Female","31-49","Conservative","Yes",2
"5564","Male","50-69","Liberal","No",4
"5565","Male","50-69","Liberal","Yes",4
"5566","Male","50-69","Liberal","No",4
"5567","Female","31-49","Liberal","Unsure",5
"5568","Male","31-49","Liberal","Yes",2
"5569","Male","50-69","Conservative","No",3
"5570","Female","50-69","Liberal","Yes",3
"5571","Male","50-69","Conservative","Unsure",1
"5572","Female","31-49","Liberal","Unsure",3
"5573","Male","31-49","NDP","No",3
"5574","Female","50-69","NDP","Unsure",2
"5575","Female","70 or older","Conservative","Yes",3
"5576","Male","31-49","Liberal","No",3
"5577","Trans or Unisex","31-49","Liberal","Yes",4
"5578","Female","31-49","Other","No",2
"5579","Female","50-69","Conservative","No",2
"5580","Female","31-49","Conservative","Yes",1
"5581","Female","50-69","Unsure","No",5
"5582","Male","50-69","Liberal","No",3
"5583","Female","31-49","Liberal","No",0
"5584","Female","31-49","Conservative","No",2
"5585","Male","31-49","Liberal","Yes",5
"5586","Male","70 or older","Other","Unsure",2
"5587","Female","50-69","Other","Unsure",4
"5588","Male","50-69","Conservative","Unsure",4
"5589","Male","50-69","Other","Yes",2
"5590","Male","31-49","Conservative","No",1
"5591","Female","70 or older","Conservative","Yes",5
"5592","Male","50-69","Liberal","Yes",4
"5593","Male","50-69","Unsure","Yes",1
"5594","Male","50-69","Green","Unsure",3
"5595","Female","31-49","Green","Yes",4
"5596","Male","50-69","Other","No",3
"5597","Female","31-49","NDP","Unsure",4
"5598","Male","50-69","Liberal","No",3
"5599","Male","50-69","Conservative","No",2
"5600","Male","31-49","Other","Unsure",4
"5601","Male","31-49","NDP","Yes",2
"5602","Male","70 or older","Other","Yes",4
"5603","Male","70 or older","Liberal","No",4
"5604","Female","31-49","Other","Yes",5
"5605","Male","31-49","Unsure","No",5
"5606","Male","70 or older","NDP","No",3
"5607","Female","50-69","Conservative","Yes",3
"5608","Male","50-69","Green","No",2
"5609","Female","70 or older","NDP","Unsure",4
"5610","Female","50-69","Unsure","Yes",3
"5611","Female","31-49","Liberal","Yes",5
"5612","Female","50-69","Conservative","No",3
"5613","Female","50-69","Unsure","No",3
"5614","Female","31-49","Liberal","No",4
"5615","Female","50-69","Liberal","Yes",4
"5616","Male","50-69","Liberal","No",5
"5617","Female","31-49","Conservative","Yes",4
"5618","Male","31-49","Conservative","Yes",5
"5619","Male","50-69","Other","Yes",1
"5620","Male","50-69","Liberal","No",4
"5621","Female","70 or older","Liberal","Unsure",5
"5622","Female","31-49","NDP","No",4
"5623","Male","31-49","Other","Yes",2
"5624","Female","31-49","Conservative","No",2
"5625","Female","50-69","Conservative","Yes",4
"5626","Male","31-49","Conservative","Yes",5
"5627","Female","50-69","Conservative","No",4
"5628","Trans or Unisex","50-69","Liberal","Unsure",1
"5629","Female","50-69","Liberal","Yes",5
"5630","Female","50-69","Liberal","Yes",5
"5631","Trans or Unisex","70 or older","Liberal","Unsure",2
"5632","Male","50-69","Conservative","No",3
"5633","Female","31-49","Conservative","Unsure",1
"5634","Male","31-49","Liberal","Yes",5
"5635","Male","31-49","Green","Yes",1
"5636","Female","50-69","Conservative","Yes",3
"5637","Male","31-49","Liberal","No",4
"5638","Male","31-49","Liberal","No",2
"5639","Female","31-49","Liberal","Yes",2
"5640","Male","50-69","Liberal","Yes",2
